,Unnamed: 0,WH ID,Region ID,Cost,Demand,WH Cap,WH Setup Cost
157,157,502,7086,6.30333,1,935,1000
158,158,502,7105,5.791182222222222,9,935,1000
159,159,502,7115,4.092031749999999,40,935,1000
160,160,502,7116,4.4242569387755095,49,935,1000
161,161,502,7125,6.30333,8,935,1000
162,162,502,7146,5.041665,4,935,1000
163,163,502,7148,5.560916486486486,37,935,1000
164,164,502,7154,4.356277741935484,31,935,1000
165,165,502,7163,4.5181402,150,935,1000
166,166,502,7169,4.119963157894737,57,935,1000
167,167,502,7172,5.757190930232557,43,935,1000
168,168,502,7193,3.5556777777777766,54,935,1000
169,169,502,7200,4.58499,41,935,1000
170,170,502,7218,3.998665,2,935,1000
171,171,502,7295,6.30333,4,935,1000
172,172,502,7297,5.5351083333333335,24,935,1000
173,173,502,7304,5.381463999999999,15,935,1000
174,174,502,7310,3.3847614285714287,14,935,1000
175,175,502,7315,4.351050789473684,38,935,1000
176,176,502,7327,6.30333,2,935,1000
177,177,502,7330,5.04624,11,935,1000
178,178,502,7340,4.900490434782609,23,935,1000
179,179,502,7346,4.353339411764706,85,935,1000
180,180,502,7352,6.30333,3,935,1000
181,181,502,7354,4.766886666666667,3,935,1000
182,182,502,7381,5.688752666666668,15,935,1000
183,183,502,7409,5.381463999999999,10,935,1000
184,184,502,7437,4.8758253735632175,348,935,1000
185,185,502,7454,4.758732246376812,138,935,1000
186,186,502,7487,5.036552315789472,95,935,1000
187,187,502,7495,5.142467003745319,267,935,1000
188,188,502,7542,4.8968925,76,935,1000
189,189,502,7544,4.74787231884058,69,935,1000
190,190,502,7566,2.43201070224719,356,935,1000
191,191,502,7622,6.30333,1,935,1000
192,192,502,7643,4.1762925000000015,68,935,1000
193,193,502,7650,4.635691058201059,189,935,1000
194,194,502,7675,4.760812638888889,288,935,1000
195,195,502,7678,4.574846013824883,434,935,1000
196,196,502,7697,4.4600157522123896,113,935,1000
197,197,502,7726,5.60667009174312,109,935,1000
198,198,502,7733,5.056954299516908,207,935,1000
199,199,502,7741,3.5919594117647056,17,935,1000
200,200,502,7784,5.045536153846154,26,935,1000
201,201,502,7789,5.460327663551402,107,935,1000
202,202,502,7812,6.642845454545455,11,935,1000
203,203,502,7819,4.645423692307691,65,935,1000
204,204,502,7824,5.006612347826087,115,935,1000
205,205,502,7867,5.4117475,16,935,1000
206,206,502,7882,4.766886666666667,3,935,1000
207,207,502,7898,5.607368857142856,35,935,1000
208,208,502,7917,5.9487661538461545,13,935,1000
209,209,502,7929,5.1509975,8,935,1000
210,210,502,7968,4.8850746153846165,13,935,1000
211,211,502,7972,5.537606470588236,17,935,1000
212,212,502,7976,4.766886666666667,3,935,1000
213,213,502,7995,5.462219999999999,12,935,1000
214,214,502,8004,2.4622216666666668,12,935,1000
215,215,502,8019,4.979859009900991,101,935,1000
216,216,502,8053,6.30333,2,935,1000
217,217,502,8058,6.89933,7,935,1000
218,218,502,8069,2.615866,5,935,1000
219,219,502,8089,4.766886666666667,3,935,1000
220,220,502,8093,5.9960413333333324,30,935,1000
221,221,502,8109,4.533511269841268,63,935,1000
222,222,502,8117,6.100830833333332,24,935,1000
223,223,502,8122,4.986493953488372,43,935,1000
224,224,502,8133,3.998665,10,935,1000
225,225,502,8145,8.389330000000001,2,935,1000
226,226,502,8171,5.1509975,4,935,1000
227,227,502,8186,5.82466409090909,22,935,1000
228,228,502,8193,5.100896086956522,23,935,1000
229,229,502,8198,4.578798,35,935,1000
230,230,502,8218,6.30333,4,935,1000
231,231,502,8276,4.785252941176472,68,935,1000
232,232,502,8309,4.058901612903226,31,935,1000
233,233,502,8334,6.30333,1,935,1000
234,234,502,8343,5.5351083333333335,18,935,1000
235,235,502,8348,4.747924074074074,27,935,1000
236,236,502,8360,5.842397,10,935,1000
237,237,502,8363,4.881218461538461,65,935,1000
238,238,502,8364,6.30333,1,935,1000
239,239,502,8368,4.486516666666667,54,935,1000
240,240,502,8376,4.5108324999999985,8,935,1000
241,241,502,8428,6.30333,1,935,1000
242,242,502,8447,5.09633125,8,935,1000
243,243,502,8452,5.108318518518519,27,935,1000
244,244,502,8467,6.30333,5,935,1000
245,245,502,8471,6.30333,1,935,1000
246,246,502,8487,5.761055882352943,17,935,1000
247,247,502,8495,3.998665,6,935,1000
248,248,502,8526,5.381463999999999,10,935,1000
249,249,502,8561,5.844542727272727,11,935,1000
250,250,502,8573,5.79119052631579,19,935,1000
251,251,502,8585,4.57581,7,935,1000
252,252,502,8589,4.506041785714286,112,935,1000
253,253,502,8592,6.046,1,935,1000
254,254,502,8604,5.9467918750000015,16,935,1000
255,255,502,8611,4.2834748484848495,33,935,1000
256,256,502,8619,4.3453333333333335,3,935,1000
257,257,502,8626,4.8025714285714285,7,935,1000
258,258,502,8630,5.0619015436241614,149,935,1000
259,259,502,8631,5.254727272727274,11,935,1000
260,260,502,8660,4.958,36,935,1000
261,261,502,8684,2.968296666666667,9,935,1000
262,262,502,8720,3.507333333333334,24,935,1000
263,263,502,8728,5.952627647058824,17,935,1000
264,264,502,8760,6.046000000000001,9,935,1000
265,265,502,8766,5.4242857142857135,21,935,1000
266,266,502,8778,3.87,2,935,1000
267,267,502,8824,5.51689,3,935,1000
268,268,502,8831,5.376461538461538,13,935,1000
269,269,502,8836,6.046,3,935,1000
270,270,502,8838,6.046,2,935,1000
271,271,502,8848,6.046,1,935,1000
272,272,502,8858,6.046000000000001,5,935,1000
273,273,502,8875,4.699325,4,935,1000
274,274,502,8881,6.046,2,935,1000
275,275,502,8885,6.046,2,935,1000
276,276,502,8897,5.776030454545455,22,935,1000
277,277,502,8912,5.615313823529411,34,935,1000
278,278,502,8914,6.046,1,935,1000
279,279,502,8916,6.046,4,935,1000
280,280,502,8923,5.416964464285713,56,935,1000
281,281,502,8976,4.434148148148148,27,935,1000
282,282,502,9008,5.129789473684211,38,935,1000
283,283,502,9014,4.785084915254238,59,935,1000
284,284,502,9043,5.869630000000001,9,935,1000
285,285,502,9063,5.227222380952382,42,935,1000
286,286,502,9070,7.4283350000000015,2,935,1000
287,287,502,9078,4.5953333333333335,3,935,1000
288,288,502,9101,5.5020000000000024,8,935,1000
289,289,502,9104,3.87,2,935,1000
290,290,502,9121,3.9851945833333335,24,935,1000
291,291,502,9124,6.046,1,935,1000
292,292,502,9126,3.5591428571428567,35,935,1000
293,293,502,9183,3.87,2,935,1000
294,294,502,9184,3.1446666666666667,3,935,1000
295,295,502,9194,4.795250178571429,56,935,1000
296,296,502,9203,6.046,1,935,1000
297,297,502,9239,4.790909090909091,22,935,1000
298,298,502,9247,4.5953333333333335,6,935,1000
299,299,502,9253,5.000047857142858,28,935,1000
300,300,502,9257,6.046,4,935,1000
301,301,502,9258,6.046,1,935,1000
302,302,502,9274,4.799282051282052,39,935,1000
303,303,502,9288,6.046,1,935,1000
304,304,502,9299,5.189876279069769,43,935,1000
305,305,502,9300,5.320666666666667,6,935,1000
306,306,502,9308,5.07888888888889,9,935,1000
307,307,502,9314,6.046,3,935,1000
308,308,502,9317,5.782119743589744,39,935,1000
309,309,502,9377,5.901697272727272,22,935,1000
310,310,502,9395,4.431842368421052,38,935,1000
311,311,502,9420,4.8075556666666674,30,935,1000
312,312,502,9432,6.598934,5,935,1000
313,313,502,9450,5.320666666666667,48,935,1000
314,314,502,9469,4.9753138235294125,34,935,1000
315,315,502,9476,4.983024925373135,67,935,1000
316,316,502,9494,6.046,2,935,1000
317,317,502,9497,6.046,1,935,1000
318,318,502,9498,6.046,1,935,1000
319,319,502,9511,5.913722500000001,12,935,1000
320,320,502,9513,2.782,8,935,1000
321,321,502,9515,4.8371111111111125,18,935,1000
322,322,502,9519,3.87,10,935,1000
323,323,502,9520,4.8025714285714285,7,935,1000
324,324,502,9536,6.046,2,935,1000
325,325,502,9558,1.966,16,935,1000
326,326,502,9567,3.8329749056603775,106,935,1000
327,327,502,9568,3.78414625,32,935,1000
328,328,502,9571,5.056738214285715,56,935,1000
329,329,502,9573,5.4242857142857135,7,935,1000
330,330,502,9577,4.758322580645162,31,935,1000
331,331,502,9588,4.733528536585366,41,935,1000
332,332,502,9606,4.632383191489362,47,935,1000
333,333,502,9607,4.801194583333333,48,935,1000
334,334,502,9614,4.8025714285714285,14,935,1000
335,335,502,9680,3.9707335,20,935,1000
336,336,502,9725,5.286575,4,935,1000
337,337,502,9726,5.056111666666667,6,935,1000
338,338,502,9756,3.870000000000001,12,935,1000
339,339,502,9770,6.046,4,935,1000
340,340,502,9781,4.958,4,935,1000
341,341,502,9806,4.264908181818182,22,935,1000
342,342,502,9821,5.5351083333333335,6,935,1000
343,343,502,9822,4.766886666666667,12,935,1000
344,344,502,9823,3.983708913043478,46,935,1000
345,345,502,9841,4.986378571428572,14,935,1000
346,346,502,9856,3.40327046511628,43,935,1000
347,347,502,9858,5.012717599999998,25,935,1000
348,348,502,9864,6.30333,4,935,1000
349,349,502,9870,6.30333,9,935,1000
350,350,502,9908,5.882775,12,935,1000
351,351,502,9911,3.998665,2,935,1000
352,352,502,9920,4.8219146875000005,32,935,1000
353,353,502,9936,6.30333,1,935,1000
354,354,502,9943,4.844309333333333,45,935,1000
355,355,502,9956,3.4740196875,64,935,1000
356,356,502,9977,5.6009972500000025,40,935,1000
357,357,502,9980,5.0069559375,32,935,1000
358,358,502,9999,4.591682368421052,38,935,1000
359,359,502,10000,5.381463999999999,30,935,1000
360,360,502,10018,4.506442727272726,33,935,1000
361,361,502,10023,4.94072,24,935,1000
362,362,502,10026,6.060733684210527,19,935,1000
363,363,502,10038,6.303330000000001,14,935,1000
364,364,502,10046,3.317003521126761,71,935,1000
365,365,502,10050,5.72716375,8,935,1000
366,366,502,10060,5.311152209302327,86,935,1000
367,367,502,10061,5.078323777777777,45,935,1000
368,368,502,10064,5.064957889908257,109,935,1000
369,369,502,10071,2.8463325,8,935,1000
370,370,502,10077,5.23170676056338,71,935,1000
371,371,502,10115,5.158775833333333,48,935,1000
372,372,502,10126,4.7304425000000005,12,935,1000
373,373,502,10137,3.8604571875,32,935,1000
374,374,502,10160,5.016710344827586,87,935,1000
375,375,502,10183,5.1466242,100,935,1000
376,376,502,10186,4.766886666666667,6,935,1000
377,377,502,10197,5.6129139583333325,48,935,1000
378,378,502,10263,6.30333,1,935,1000
379,379,502,10299,4.492521785714286,28,935,1000
380,380,502,10304,4.32722705882353,102,935,1000
381,381,502,10315,4.152309333333333,15,935,1000
382,382,502,10340,5.099913043478262,23,935,1000
383,383,502,10343,4.393542549019608,51,935,1000
384,384,502,10349,4.818512820512821,39,935,1000
385,385,502,10354,4.34786125,24,935,1000
386,386,502,10363,5.1756,5,935,1000
387,387,502,10365,4.50812065934066,91,935,1000
388,388,502,10392,4.8843733600000006,125,935,1000
389,389,502,10395,5.733403684210527,19,935,1000
390,390,502,10399,4.5090128846153865,52,935,1000
391,391,502,10416,6.967556666666668,3,935,1000
392,392,502,10421,3.7590377777777775,18,935,1000
393,393,502,10458,3.575771794871795,117,935,1000
394,394,502,10459,4.8312921649484535,97,935,1000
395,395,502,10468,4.984536585365853,41,935,1000
396,396,502,10474,5.940178000000001,15,935,1000
397,397,502,10486,5.4242857142857135,7,935,1000
398,398,502,10489,4.463055833333334,12,935,1000
399,399,502,10514,5.065873333333333,21,935,1000
400,400,502,10521,5.113428571428571,28,935,1000
401,401,502,10527,5.320666666666667,6,935,1000
402,402,502,10547,4.782007111111112,90,935,1000
403,403,502,10562,4.442631578947368,19,935,1000
404,404,502,10567,4.500072480620156,129,935,1000
405,405,502,10568,4.9287560824742265,97,935,1000
406,406,502,10573,3.9621556666666673,30,935,1000
407,407,502,10581,4.271064861111111,72,935,1000
408,408,502,10607,5.04949388888889,54,935,1000
409,409,502,10610,4.509539729729728,37,935,1000
410,410,502,10632,4.863284461538462,130,935,1000
411,411,502,10649,5.186597130434785,115,935,1000
412,412,502,10687,5.869630000000001,9,935,1000
413,413,502,10707,4.419451612903226,62,935,1000
414,414,502,10723,4.7748493452380965,168,935,1000
415,415,502,10763,6.30333,1,935,1000
416,416,502,10804,4.5785955339805815,103,935,1000
417,417,502,10811,4.463181142857144,70,935,1000
418,418,502,10816,3.713194583333333,48,935,1000
419,419,502,10821,4.98848490909091,55,935,1000
420,420,502,10826,4.42359241509434,265,935,1000
421,421,502,10827,4.577696333333335,90,935,1000
422,422,502,10830,4.324160555555556,108,935,1000
423,423,502,10834,4.093179487179489,78,935,1000
424,424,502,10853,3.8641463777089786,323,935,1000
425,425,502,10865,5.056111666666667,6,935,1000
426,426,502,10869,6.046,1,935,1000
427,427,502,10901,6.046,3,935,1000
428,428,502,10906,4.166527916666666,24,935,1000
429,429,502,10917,4.5953333333333335,3,935,1000
430,430,502,10929,5.765882941176471,17,935,1000
431,431,502,10956,4.169763548387096,31,935,1000
432,432,502,10959,4.8009595121951225,41,935,1000
433,433,502,10981,3.9314371111111113,90,935,1000
434,434,502,10982,4.522800000000001,20,935,1000
435,435,502,10985,6.046,7,935,1000
436,436,502,11011,3.87,2,935,1000
437,437,502,11018,6.046000000000001,20,935,1000
438,438,502,11021,3.2172000000000005,20,935,1000
439,439,502,11044,5.562444444444445,9,935,1000
440,440,502,11054,5.414524047619048,42,935,1000
441,441,502,11057,4.7404,30,935,1000
442,442,502,11076,4.5145299145299145,117,935,1000
443,443,502,11094,5.297353,60,935,1000
444,444,502,11136,5.1711632075471705,159,935,1000
445,445,502,11155,4.247320916334662,251,935,1000
446,446,502,11175,4.744865714285714,91,935,1000
447,447,502,11182,4.4503361157024806,121,935,1000
448,448,502,11192,4.915200285714287,35,935,1000
449,449,502,11195,3.8203959375000007,32,935,1000
450,450,502,11216,4.5953333333333335,6,935,1000
451,451,502,11221,4.874307692307692,26,935,1000
452,452,502,11230,5.320666666666667,6,935,1000
453,453,502,11239,3.258,64,935,1000
454,454,502,11242,5.683333333333334,12,935,1000
455,455,502,11252,4.898715195530726,179,935,1000
456,456,502,11260,6.046000000000001,9,935,1000
457,457,502,11274,3.960666666666667,48,935,1000
458,458,502,11277,6.046,4,935,1000
459,459,502,11281,5.145586206896552,29,935,1000
460,460,502,11282,5.001519999999998,25,935,1000
461,461,502,11286,5.4525454545454535,22,935,1000
462,462,502,11312,5.1922164035087714,114,935,1000
463,463,502,11323,4.501741935483871,31,935,1000
464,464,502,11333,4.3571760674157325,89,935,1000
465,465,502,11397,4.310961082251082,231,935,1000
466,466,502,11418,4.067818181818182,11,935,1000
467,467,502,11426,6.046,1,935,1000
468,468,502,11437,4.806656911764706,68,935,1000
469,469,502,11452,6.046,1,935,1000
470,470,502,11466,4.8025714285714285,14,935,1000
471,471,502,11471,3.87,2,935,1000
472,472,502,11482,5.4525454545454535,44,935,1000
473,473,502,11495,6.046,14,935,1000
474,474,502,11512,2.929882352941177,17,935,1000
475,475,502,11514,5.376461538461538,13,935,1000
476,476,502,11524,6.046,1,935,1000
477,477,502,11532,5.1121068,25,935,1000
478,478,502,11534,6.046,4,935,1000
479,479,502,11542,6.046,2,935,1000
480,480,502,11550,3.1446666666666667,9,935,1000
481,481,502,11555,3.1446666666666667,3,935,1000
482,482,502,11587,2.6983076923076927,13,935,1000
483,483,502,11590,4.958,8,935,1000
484,484,502,11592,6.046,4,935,1000
485,485,502,11613,6.046,1,935,1000
486,486,502,11618,3.1322427272727267,11,935,1000
487,487,502,11623,6.046,7,935,1000
488,488,502,11629,4.209882352941177,17,935,1000
489,489,502,11633,4.858134,5,935,1000
490,490,502,11639,6.046,1,935,1000
491,491,502,11672,5.1068995,60,935,1000
492,492,502,11683,4.958,4,935,1000
493,493,502,11685,3.87,10,935,1000
494,494,502,11694,6.046,1,935,1000
495,495,502,11701,4.0296828571428565,21,935,1000
496,496,502,11708,4.779644666666667,15,935,1000
497,497,502,11715,6.046,2,935,1000
498,498,502,11728,6.046,2,935,1000
499,499,502,11732,6.046,2,935,1000
1991,1991,534,5098,7.0760000000000005,1,772,1000
1992,1992,534,5126,7.0760000000000005,9,772,1000
1993,1993,534,5133,7.0760000000000005,1,772,1000
1994,1994,534,5135,7.0760000000000005,3,772,1000
1995,1995,534,5138,4.385,2,772,1000
1996,1996,534,5166,3.603741935483871,31,772,1000
1997,1997,534,5244,6.30333,2,772,1000
1998,1998,534,5246,6.30333,1,772,1000
1999,1999,534,5255,6.30333,4,772,1000
2000,2000,534,5269,4.347856666666667,66,772,1000
2001,2001,534,5272,4.790521785714286,28,772,1000
2002,2002,534,5280,6.89933,7,772,1000
2003,2003,534,5299,3.998665,4,772,1000
2004,2004,534,5320,2.8463325,4,772,1000
2005,2005,534,5335,4.168422727272727,11,772,1000
2006,2006,534,5343,5.381463999999999,20,772,1000
2007,2007,534,5366,6.30333,3,772,1000
2008,2008,534,5367,5.239638461538462,39,772,1000
2009,2009,534,5385,4.928861147540983,61,772,1000
2010,2010,534,5392,5.113825483870968,31,772,1000
2011,2011,534,5420,5.032427741935483,62,772,1000
2012,2012,534,5424,4.142590888888889,45,772,1000
2013,2013,534,5432,4.7319675000000005,44,772,1000
2014,2014,534,5433,5.113825483870968,155,772,1000
2015,2015,534,5434,5.070350588235295,102,772,1000
2016,2016,534,5442,4.900490434782609,23,772,1000
2017,2017,534,5461,4.540453015873017,63,772,1000
2018,2018,534,5465,6.30333,3,772,1000
2019,2019,534,5469,4.62721,11,772,1000
2020,2020,534,5477,5.062596326530612,49,772,1000
2021,2021,534,5482,3.2304433333333336,6,772,1000
2022,2022,534,5500,4.779771063829788,94,772,1000
2023,2023,534,5514,4.999681111111111,99,772,1000
2024,2024,534,5545,5.68046301369863,73,772,1000
2025,2025,534,5562,4.831888979591837,98,772,1000
2026,2026,534,5581,5.827819333333334,60,772,1000
2027,2027,534,5594,4.124374,55,772,1000
2028,2028,534,5600,6.30333,6,772,1000
2029,2029,534,5620,6.30333,2,772,1000
2030,2030,534,5647,4.8492478125,32,772,1000
2031,2031,534,5651,5.235585238095238,21,772,1000
2032,2032,534,5659,4.921919411764706,17,772,1000
2033,2033,534,5670,5.307806964285715,56,772,1000
2034,2034,534,5692,4.9986644444444455,18,772,1000
2035,2035,534,5707,5.565837200000002,25,772,1000
2036,2036,534,5730,5.650997222222222,72,772,1000
2037,2037,534,5737,6.30333,8,772,1000
2038,2038,534,5746,5.5744370212765935,94,772,1000
2039,2039,534,5749,5.126575903614458,83,772,1000
2040,2040,534,5783,4.838959672131146,61,772,1000
2041,2041,534,5792,4.6536538709677435,31,772,1000
2042,2042,534,5813,2.8463325,4,772,1000
2043,2043,534,5814,6.30333,6,772,1000
2044,2044,534,5828,5.381463999999999,5,772,1000
2045,2045,534,5830,3.353523571428572,14,772,1000
2046,2046,534,5837,3.6145541666666654,12,772,1000
2047,2047,534,5855,4.986378571428572,7,772,1000
2048,2048,534,5876,3.998665,2,772,1000
2049,2049,534,5882,4.920531,10,772,1000
2050,2050,534,5893,5.041665,4,772,1000
2051,2051,534,5896,5.462219999999999,6,772,1000
2052,2052,534,5904,5.0130471428571415,7,772,1000
2053,2053,534,5909,6.30333,1,772,1000
2054,2054,534,5912,4.6900645,20,772,1000
2055,2055,534,5922,6.30333,3,772,1000
2056,2056,534,5944,6.82483,8,772,1000
2057,2057,534,5960,4.254738888888889,9,772,1000
2058,2058,534,5965,4.9589420833333335,24,772,1000
2059,2059,534,5970,5.842397,10,772,1000
2060,2060,534,5980,5.000693260869566,46,772,1000
2061,2061,534,5981,6.084665,2,772,1000
2062,2062,534,5985,5.974092142857144,14,772,1000
2063,2063,534,5997,4.965137419354838,31,772,1000
2064,2064,534,6012,5.72716375,8,772,1000
2065,2065,534,6040,4.478167,150,772,1000
2066,2066,534,6053,6.30333,2,772,1000
2067,2067,534,6060,4.286748125,48,772,1000
2068,2068,534,6076,4.537723455882354,136,772,1000
2069,2069,534,6091,5.660838260869565,23,772,1000
2070,2070,534,6103,5.053946346153847,104,772,1000
2071,2071,534,6105,5.5351083333333335,6,772,1000
2072,2072,534,6110,6.30333,1,772,1000
2073,2073,534,6121,4.766886666666666,15,772,1000
2074,2074,534,6127,5.121179545454545,44,772,1000
2075,2075,534,6136,4.6900645,20,772,1000
2076,2076,534,6139,4.230442777777778,18,772,1000
2077,2077,534,6161,6.30333,2,772,1000
2078,2078,534,6204,4.579973333333333,27,772,1000
2079,2079,534,6226,6.30333,20,772,1000
2080,2080,534,6236,5.279066,5,772,1000
2081,2081,534,6259,5.5351083333333335,12,772,1000
